ia_rms,ia_ang,ib_rms,ib_ang,ic_rms,ic_ang,in_rms,in_ang,va_rms,va_ang,vb_rms,vb_ang,vc_rms,vc_ang
97.879,238.262,99.735,120.67,112.738,354.309,49.351,319.672,88026.977,66.1,88417.633,305.669,87719.18,185.635
97.828,245.812,99.677,128.121,113.07,1.809,49.755,327.747,88026.867,73.601,88419.773,313.171,87718.406,193.135
97.812,253.418,99.609,135.576,113.07,9.304,49.939,336.395,88026.609,81.101,88420.375,320.673,87717.313,200.635
97.795,260.974,99.462,143.036,113.176,16.804,50.431,344.235,88026.625,88.602,88421.023,328.173,87716.641,208.135
97.795,268.647,99.462,150.467,113.374,24.29,50.52,352.398,88026.703,96.102,88419.641,335.673,87716.031,215.635
97.768,276.147,99.462,157.967,113.464,31.748,50.422,359.951,88026.609,103.602,88417.453,343.173,87714.945,223.136
97.693,283.589,99.462,165.467,113.464,39.222,50.259,7.451,88026.609,111.102,88415.172,350.672,87714.477,230.636
97.693,290.976,99.462,172.967,113.534,46.722,50.44,15.058,88026.422,118.602,88414.781,358.172,87713.672,238.137
97.693,298.476,99.548,180.467,113.534,54.186,50.44,22.347,88026.648,126.102,88415.172,5.672,87713.344,245.638
97.693,305.976,99.548,187.967,113.429,61.686,50.202,29.847,88027.711,133.602,88415.555,13.172,87712.984,253.138
97.612,313.476,99.634,195.467,113.274,69.274,49.686,37.966,88029.188,141.103,88414.828,20.672,87712.773,260.639
97.695,320.933,99.464,202.952,113.274,76.914,49.851,46.778,88029.828,148.604,88414.148,28.172,87712.664,268.139
97.607,328.47,99.464,210.496,113.222,84.414,49.695,53.663,88029.828,156.104,88413.234,35.672,87712.742,275.641
97.607,335.939,99.215,217.996,113.222,92.014,50.062,61.849,88028.727,163.604,88412.422,43.173,87713.203,283.141
97.41,343.439,99.215,225.637,113.222,99.514,49.916,67.868,88027.961,171.104,88411.711,50.673,87713.773,290.643
97.41,350.906,99.253,233.137,113.222,107.014,49.849,76.15,88028.359,178.604,88410.32,58.174,87714.344,298.144
97.723,358.406,99.166,240.591,113.184,114.514,50.233,84.061,88026.789,186.104,88410.484,65.675,87715.719,305.644
97.617,5.911,99.208,248.241,113.23,121.969,49.925,89.049,88027.938,193.604,88409.891,73.175,87715.977,313.146
97.617,13.417,99.208,255.635,113.23,129.511,49.925,98.653,88027.57,201.104,88409.68,80.676,87716.859,320.646
97.51,20.917,99.231,263.135,113.351,137.011,49.684,106.153,88028.242,208.604,88409.641,88.177,87716.859,328.146
97.614,28.438,99.23,270.521,113.415,144.579,49.741,115.652,88027.938,216.103,88409.672,95.678,87717.195,335.646
97.712,35.91,99.253,278.078,113.277,152.108,50.099,122.776,88026.852,223.604,88409.758,103.178,87717.922,343.146
97.712,43.376,99.282,285.692,113.204,159.561,50.218,128.12,88026.375,231.104,88409.617,110.678,87718.305,350.646
97.64,50.876,99.329,293.247,113.124,167.044,50.27,134.941,88026.18,238.605,88409.43,118.178,87718.695,358.146
97.58,58.421,99.266,300.799,113.124,174.533,50.179,142.134,88026.492,246.105,88409.664,125.678,87717.516,5.646
97.58,65.971,99.188,308.25,113.036,182.033,50.179,150.16,88026.492,253.604,88409.664,133.178,87717.898,13.147
97.619,73.471,99.017,315.705,113.036,189.534,50.14,157.66,88026.43,261.104,88409.063,140.678,87717.172,20.646
97.675,80.915,99.017,323.125,113.036,197.034,50.213,165.322,88026.43,268.605,88407.773,148.178,87716.5,28.147
97.691,88.299,98.832,330.625,112.958,204.534,50.174,172.603,88026.43,276.105,88407.078,155.677,87715.586,35.647
97.686,95.741,98.736,338.069,112.958,212.055,50.01,180.158,88026.336,283.605,88407.813,163.177,87714.773,43.147
97.709,103.357,98.736,345.547,112.958,219.555,49.907,187.654,88026.336,291.104,88407.43,170.677,87714.063,50.648
97.658,110.971,98.736,353.047,112.821,227.055,50.108,194.991,88026.523,298.604,88405.875,178.177,87714.063,58.148
97.587,118.362,98.736,0.547,112.781,234.666,50.265,202.924,88026.523,306.105,88405.094,185.677,87713.734,65.648
97.45,125.759,98.633,8.047,112.746,242.207,50.338,210.923,88026.258,313.605,88402.805,193.177,87713.617,73.149
97.4,133.116,98.527,15.555,112.718,249.752,50.429,218.868,88025.375,321.104,88400.617,200.677,87713.547,80.649
97.282,140.573,98.527,23.071,112.677,257.299,50.592,226.918,88025.375,328.604,88398.93,208.178,87713.531,88.149
97.282,147.999,98.433,30.571,112.685,264.897,50.463,235.725,88025.375,336.104,88397.703,215.678,87713.602,95.65
97.282,155.499,98.27,38.1,112.694,272.347,50.415,242.131,88026.109,343.604,88397.164,223.179,87713.789,103.15
97.141,162.999,98.199,45.671,112.694,279.897,50.481,249.242,88028.406,351.104,88397.633,230.679,87714.367,110.651
96.911,170.465,98.256,53.213,112.737,287.397,50.717,257.154,88029.969,358.604,88397.242,238.179,87714.172,118.152
96.99,177.935,98.12,60.666,112.68,294.946,50.388,266.385,88028.797,6.104,88396.922,245.679,87714.406,125.651
96.824,185.437,98.04,68.318,112.68,302.4,50.388,271.677,88027.266,13.604,88396.094,253.18,87714.141,133.152
96.572,192.949,98.002,75.925,112.756,309.9,50.714,279.177,88025.82,21.105,88395.672,260.681,87713.852,140.651
96.49,200.488,97.941,83.481,112.918,317.439,50.714,288.415,88024.469,28.605,88395.594,268.183,87714.484,148.151
96.49,208.009,97.924,91.096,112.918,325.007,50.658,295.915,88024.164,36.105,88395.625,275.684,87715.172,155.651
96.418,215.509,97.915,98.654,113.01,332.507,50.741,303.018,88025.25,43.606,88395.359,283.184,87715.539,163.152
96.357,223.044,97.892,106.211,113.01,340.03,50.964,310.886,88027.383,51.105,88394.664,290.683,87715.539,170.652
96.404,230.584,97.865,113.6,112.91,347.53,50.964,319.368,88028.766,58.603,88393.352,298.182,87715.93,178.152
96.436,238.038,97.911,121.047,112.803,355.019,50.701,326.868,88029.391,66.102,88390.586,305.681,87715.531,185.652
96.436,245.488,97.853,128.596,112.691,2.515,50.793,333.645,88029.734,73.601,88388.711,313.178,87714.383,193.152
96.423,252.988,97.787,136.051,112.691,10.017,50.991,341.339,88029.859,81.1,88388.414,320.677,87713.289,200.652
96.423,260.545,97.787,143.511,112.691,17.517,51.088,349.116,88029.828,88.6,88388.086,328.177,87712.273,208.152
96.423,268.045,97.708,151.011,112.59,25.017,51.179,356.697,88029.945,96.1,88388.43,335.677,87711.063,215.653
96.423,275.545,97.708,158.483,112.5,32.538,51.088,4.221,88030.313,103.601,88389.523,343.177,87711.063,223.153
96.388,283.045,97.625,165.983,112.658,40.065,51.249,11.753,88030.172,111.102,88389.906,350.677,87710.586,230.653
96.242,290.487,97.711,173.469,112.454,47.5,50.698,19.081,88030.359,118.602,88386.398,358.177,87711.391,238.154
96.123,297.82,97.537,180.975,112.454,55.112,50.545,27.597,88028.766,126.102,88382.883,5.677,87711.555,245.653
96.123,305.215,97.363,188.477,112.506,62.612,50.782,35.515,88025.867,133.601,88378.289,13.177,87711.438,253.152
95.891,312.715,97.363,195.995,112.458,70.067,50.386,42.245,88024.086,141.099,88374.281,20.678,87711.648,260.653
95.806,320.083,97.198,203.495,112.458,77.615,50.567,51.274,88022.477,148.598,88373.266,28.179,87711.594,268.152
95.806,327.545,97.048,211.041,112.483,85.115,50.892,58.071,88021.781,156.097,88374.18,35.679,87711.711,275.653
95.522,335.045,97.108,218.601,112.472,92.564,50.452,64.068,88024.719,163.597,88374.453,43.179,87711.617,283.153
95.622,342.469,96.963,226.065,112.46,100.115,50.94,73.592,88026.25,171.097,88375.633,50.679,87711.758,290.653
95.52,349.987,96.887,233.691,112.436,107.515,51.148,78.537,88026.648,178.598,88376.625,58.178,87711.953,298.153
95.304,357.477,96.862,241.286,112.436,114.967,51.074,84.739,88028.211,186.098,88376.789,65.677,87711.258,305.654
95.413,4.972,96.82,248.837,112.391,122.467,51.376,92.679,88027.836,193.597,88377.141,73.176,87711,313.153
95.413,12.466,96.837,256.447,112.391,129.925,51.251,97.969,88028.555,201.097,88377.141,80.676,87711,320.653
95.413,19.966,96.853,263.89,112.268,137.425,51.331,106.343,88029.563,208.597,88377.164,88.176,87711.953,328.153
95.306,27.466,96.854,271.331,112.268,144.856,51.275,112.992,88031.094,216.097,88377.094,95.675,87712.297,335.653
95.206,34.994,96.83,278.773,112.337,152.356,50.973,120.899,88033.266,223.596,88376.75,103.175,87712.656,343.153
95.033,42.528,96.749,286.157,112.487,159.879,50.642,130.258,88034.922,231.095,88376.328,110.674,87711.898,350.653
95.182,50.11,96.654,293.487,112.568,167.414,50.59,139.993,88035.117,238.593,88375.953,118.173,87711.898,358.153
95.182,57.518,96.531,300.88,112.568,174.925,50.518,147.761,88035.273,246.093,88375.492,125.673,87711.898,5.653
95.234,65.018,96.61,308.279,112.656,182.425,50.57,155.699,88034.938,253.593,88375.492,133.172,87710.742,13.153
95.276,72.463,96.785,315.825,112.477,189.923,50.75,163.029,88034.688,261.094,88375.789,140.672,87710.742,20.654
95.276,79.906,96.974,323.407,112.306,197.441,50.948,170.032,88034.617,268.595,88376.758,148.173,87710.742,28.154
95.276,87.406,97.261,330.977,112.306,204.971,51.029,177.229,88034.617,276.096,88377.453,155.673,87711.352,35.654
95.277,94.906,97.358,338.562,112.306,212.471,51.144,184.686,88034.523,283.596,88376.359,163.173,87711.625,43.153
95.277,102.346,97.165,346.083,112.306,219.971,51.119,192.298,88033.391,291.096,88375.219,170.673,87711.391,50.653
95.255,109.846,96.963,353.555,112.396,227.471,50.964,199.701,88032.078,298.594,88372.5,178.173,87711.391,58.153
95.222,117.29,96.647,1.042,112.396,234.896,50.856,206.754,88030.258,306.093,88369.766,185.673,87711.227,65.653
95.18,124.737,96.443,8.545,112.396,242.396,50.784,213.861,88028.414,313.591,88368.234,193.173,87711.109,73.153
95.18,132.187,96.234,16.062,112.423,249.896,50.694,220.881,88026.641,321.09,88367.141,200.673,87710.891,80.654
95.18,139.687,95.93,23.595,112.423,257.349,50.565,227.824,88025.352,328.589,88366.125,208.173,87710.875,88.154
95.055,147.187,95.744,31.166,112.416,264.849,50.647,234.391,88023.961,336.088,88366.125,215.674,87710.914,95.655
94.92,154.622,95.744,38.728,112.407,272.399,50.694,242.579,88023.227,343.588,88366.125,223.174,87710.82,103.155
94.92,162.07,95.605,46.228,112.407,279.849,50.567,250.456,88022.461,351.088,88366.125,230.674,87710.961,110.655
94.996,169.57,95.436,53.813,112.407,287.349,50.44,257.159,88022.852,358.588,88367.117,238.174,87711.344,118.155
94.915,177.081,95.436,61.457,112.407,294.849,50.44,263.838,88026.375,6.088,88368.07,245.673,87711.57,125.655
94.756,184.578,95.517,68.957,112.339,302.349,50.678,271.338,88029.813,13.587,88368.547,253.171,87711.836,133.156
94.839,192.088,95.48,76.346,112.262,309.806,50.427,280.1,88031.992,21.087,88368.898,260.67,87712.125,140.656
94.922,199.575,95.48,83.904,112.099,317.267,50.272,286.353,88033.672,28.586,88369.039,268.169,87712.766,148.156
94.839,207.055,95.519,91.404,112.266,324.698,50.527,293.039,88035.195,36.086,88369.07,275.667,87711.734,155.656
94.839,214.582,95.519,98.785,112.173,332.257,50.363,302.082,88035.195,43.585,88368.984,283.168,87712.102,163.156
94.964,222.082,95.529,106.285,112.079,339.733,50.138,308.866,88034.484,51.085,88368.984,290.667,87712.102,170.656
94.964,229.502,95.529,113.842,112.18,347.216,50.227,315.366,88033.695,58.585,88368.789,298.167,87712.492,178.156
94.964,237.002,95.438,121.342,112.287,354.727,50.493,323.165,88033.695,66.086,88369.719,305.667,87712.492,185.656
94.964,244.502,95.382,128.741,112.287,2.232,50.59,331.418,88033.578,73.586,88370.25,313.168,87713.648,193.156
94.978,252.002,95.382,136.194,112.287,9.732,50.488,339.117,88033.328,81.087,88369.953,320.668,87714.742,200.656
94.981,259.444,95.382,143.694,112.287,17.232,50.39,346.467,88033.305,88.588,88370.281,328.168,87714.742,208.156
94.97,266.885,95.382,151.194,112.188,24.732,50.297,353.869,88033.383,96.088,88370.625,335.668,87715.047,215.656
94.922,274.325,95.467,158.694,112.188,32.253,49.968,1.323,88033.844,103.589,88369.891,343.168,87715.586,223.155
94.957,281.705,95.467,166.216,112.107,39.753,49.968,8.864,88034.273,111.09,88369.516,350.668,87716.055,230.655
95.004,289.264,95.211,173.716,112.312,47.285,50.527,16.364,88033.898,118.59,88371.07,358.168,87715.25,238.155
95.004,296.821,95.211,181.196,112.372,54.674,50.68,23.043,88033.672,126.09,88371.461,5.668,87714.922,245.656
95.078,304.321,95.043,188.696,112.6,62.133,51.387,30.222,88032.352,133.59,88372.992,13.168,87714.445,253.156
95.078,311.871,94.864,196.214,112.6,69.454,51.607,36.335,88030.875,141.089,88372.266,20.668,87714.234,260.657
94.914,319.371,94.784,203.748,112.523,76.954,51.347,43.147,88028.938,148.588,88370.906,28.168,87714.289,268.158
94.74,326.792,94.784,211.272,112.498,84.552,51.025,51.453,88028.242,156.087,88369.07,35.669,87714.25,275.657
94.833,334.226,94.784,218.772,112.498,92.103,51.103,60.203,88026.398,163.587,88368.258,43.17,87714.344,283.157
94.539,341.752,94.784,226.272,112.503,99.603,50.841,67.357,88027.164,171.087,88367.547,50.67,87714.625,290.657
94.439,349.195,94.821,233.772,112.526,107.152,50.57,75.969,88028.734,178.587,88367.547,58.171,87714.625,298.157
94.23,356.684,94.874,241.224,112.603,114.701,50.215,85.036,88030.695,186.087,88367.547,65.671,87714.398,305.657
94.119,4.177,94.827,248.619,112.603,122.292,50.37,94.958,88030.695,193.587,88368.023,73.171,87715.188,313.157
94.006,11.681,94.78,256.286,112.603,129.792,50.497,101.65,88031.781,201.087,88368.164,80.67,87714.898,320.658
94.006,19.194,94.74,263.961,112.663,137.292,50.597,108.354,88031.445,208.587,88368.227,88.169,87714.578,328.158
94.006,26.694,94.739,271.64,112.599,144.826,50.653,115.078,88031.445,216.087,88368.227,95.668,87714.922,335.657
94.006,34.194,94.779,279.2,112.465,152.297,50.888,122.207,88031.172,223.587,88368.141,103.168,87715.281,343.158
94.093,41.694,94.895,286.878,112.314,159.75,51.217,128.3,88030.695,231.087,88367.859,110.668,87716.813,350.658
93.942,49.153,94.895,294.607,112.234,167.215,51.17,133.442,88031.297,238.587,88367.672,118.168,87717.594,358.158
94.068,56.745,95.086,302.107,112.147,174.704,51.438,141.252,88031.297,246.087,88366.516,125.667,87718.773,5.658
94.068,64.144,94.927,309.759,112.058,182.2,51.387,147.092,88031.742,253.587,88365.719,133.166,87718.773,13.158
94.068,71.644,94.749,317.167,112.147,189.701,51.289,154.831,88031.805,261.086,88365.117,140.666,87718.773,20.658
94.01,79.144,94.462,324.585,112.407,197.193,50.966,162.699,88031.844,268.585,88366.086,148.166,87717.766,28.158
93.994,86.763,94.361,331.981,112.407,204.648,50.924,171.173,88031.969,276.085,88366.438,155.666,87716.852,35.658
93.993,94.324,94.361,339.453,112.407,212.148,50.924,178.736,88032.336,283.585,88366.797,163.166,87716.852,43.159
93.968,101.884,94.459,346.953,112.467,219.648,50.978,186.236,88033.328,291.086,88367.938,170.666,87717.094,50.659
93.968,109.265,94.459,354.466,112.565,227.116,50.863,193.825,88033.516,298.588,88369.883,178.166,87716.484,58.158
93.968,116.765,94.459,1.966,112.604,234.542,50.816,201.036,88033.289,306.088,88369.883,185.666,87716.32,65.659
94.011,124.265,94.562,9.466,112.604,242.001,50.85,208.392,88033.289,313.588,88368.352,193.166,87716.445,73.159
94.011,131.816,94.562,16.956,112.577,249.501,50.811,216.084,88032.109,321.088,88367.258,200.667,87716.445,80.659
93.954,139.316,94.562,24.456,112.577,257.048,50.85,223.347,88030.82,328.587,88366.586,208.167,87716.406,88.159
94.016,146.776,94.562,31.956,112.577,264.548,50.768,231.124,88031.164,336.087,88365.977,215.667,87716.445,95.659
94.152,154.309,94.481,39.456,112.57,272.048,50.64,238.002,88031.164,343.587,88366.242,223.167,87716.719,103.16
94.224,161.862,94.481,46.994,112.542,279.498,50.531,244.495,88031.93,351.087,88366.242,230.667,87716.867,110.66
94.001,169.381,94.536,54.494,112.499,286.948,50.728,251.286,88032.32,358.587,88366.047,238.167,87716.672,118.161
94.001,176.847,94.493,61.946,112.443,294.4,50.676,259.91,88031.148,6.087,88366.203,245.667,87716.906,125.66
94.08,184.347,94.451,69.499,112.443,301.854,50.513,267.021,88030.766,13.587,88366.438,253.167,87717.172,133.161
94.08,191.843,94.451,77.055,112.368,309.354,50.368,273.732,88031.125,21.087,88366.438,260.667,87717.461,140.661
93.996,199.343,94.423,84.555,112.368,316.815,50.297,280.443,88031.125,28.587,88366.422,268.167,87717.461,148.161
93.915,206.863,94.423,92.115,112.284,324.315,50.372,287.554,88031.734,36.087,88366.422,275.667,87718.148,155.661
93.989,214.39,94.431,99.615,112.193,331.785,50.297,295.431,88032.281,43.587,88366.336,283.167,87719.234,163.161
93.803,221.856,94.406,107.055,112.385,339.261,50.883,302.573,88033.695,51.086,88366.609,290.667,87718.859,170.661
93.803,229.478,94.406,114.383,112.385,346.797,50.795,312.349,88034.297,58.585,88366.984,298.167,87718.859,178.161
93.876,236.978,94.364,121.883,112.493,354.297,50.795,319.562,88034.141,66.085,88367.68,305.668,87718.07,185.661
93.929,244.376,94.421,129.332,112.382,1.802,50.518,327.062,88033.578,73.585,88368.219,313.168,87716.531,193.161
93.929,251.766,94.421,136.878,112.382,9.304,50.518,333.919,88033.445,81.086,88369.406,320.669,87715.07,200.662
93.929,259.266,94.347,144.378,112.382,16.804,50.518,341.419,88033.422,88.586,88371.031,328.169,87715.07,208.162
93.94,266.766,94.191,151.843,112.582,24.304,50.915,348.919,88033.508,96.087,88372.758,335.67,87714.773,215.662
93.964,274.327,93.939,159.286,112.582,31.762,51.329,356.714,88033.32,103.588,88374.945,343.17,87713.688,223.162
93.928,281.887,93.939,166.722,112.504,39.262,51.168,4.321,88033.32,111.087,88375.328,350.671,87713.211,230.663
93.928,289.328,94.11,174.222,112.365,46.794,50.827,11.878,88033.508,118.587,88372.992,358.171,87713.617,238.163
93.988,296.828,93.778,181.734,112.491,54.368,51.5,19.695,88032.594,126.087,88371.82,5.671,87713.133,245.663
93.64,304.382,93.949,189.241,112.317,61.786,50.633,26.323,88033.648,133.586,88368.375,13.171,87713.367,253.163
93.64,311.631,93.862,196.722,112.365,69.419,50.804,35.379,88033.945,141.087,88366.922,20.671,87713.227,260.663
93.722,319.131,93.944,204.239,112.443,76.872,51.067,42.433,88034.914,148.587,88367.258,28.172,87713.141,268.164
93.898,326.67,93.87,211.714,112.468,84.274,51.389,49.164,88036.992,156.088,88368.484,35.672,87713.328,275.665
93.712,334.237,93.87,219.246,112.468,91.723,51.168,55.534,88040.305,163.588,88369.57,43.171,87713.602,283.166
93.809,341.684,93.87,226.746,112.468,99.223,51.168,63.968,88040.688,171.089,88370.039,50.67,87713.891,290.667
93.809,349.203,93.764,234.246,112.468,106.723,51.293,71.468,88039.125,178.589,88369.445,58.17,87714.078,298.167
94.018,356.703,93.666,241.894,112.391,114.223,51.791,78.255,88035.594,186.089,88368.969,65.671,87715,305.667
94.018,4.21,93.714,249.609,112.484,121.631,51.447,82.846,88034.836,193.589,88367.789,73.171,87715,313.168
93.907,11.71,93.743,256.938,112.432,129.217,51.322,92.195,88032.656,201.089,88367.367,80.674,87715.875,320.668
94.018,19.223,93.734,264.32,112.258,136.678,51.503,100.439,88031.984,208.59,88367.281,88.175,87718.109,328.169
93.912,26.703,93.734,271.88,112.258,144.074,51.503,106.836,88032.289,216.09,88367.313,95.676,87718.789,335.67
93.912,34.23,93.734,279.38,112.324,151.574,51.438,114.336,88033.375,223.59,88367.492,103.176,87718.789,343.17
93.826,41.73,93.734,286.88,112.399,159.098,51.322,122.176,88034.32,231.089,88367.352,110.677,87718.406,350.67
93.826,49.271,93.689,294.38,112.562,166.616,51.179,130.302,88034.719,238.588,88367.352,118.177,87717.234,358.17
93.699,56.771,93.622,301.825,112.562,174.139,50.982,138.913,88034.875,246.088,88368.039,125.677,87716.055,5.67
93.596,64.372,93.47,309.273,112.65,181.639,50.791,147.351,88034.422,253.588,88369.914,133.177,87714.516,13.17
93.513,71.982,93.216,316.679,112.833,189.138,50.585,155.789,88034.234,261.089,88372.594,140.679,87713.422,20.67
93.541,79.598,93.311,324.053,112.658,196.622,50.674,164.251,88034.141,268.59,88374.219,148.18,87713.086,28.17
93.557,87.038,93.211,331.589,112.582,204.151,50.717,171.473,88034.391,276.092,88375.594,155.681,87712.781,35.67
93.558,94.478,93.109,339.06,112.582,211.671,50.717,178.923,88034.672,283.593,88376.688,163.181,87712.242,43.171
93.569,101.917,93.211,346.538,112.464,219.171,50.789,186.423,88034.953,291.094,88376.313,170.681,87712,50.671
93.569,109.476,93.211,354.052,112.366,226.735,50.861,194,88034.953,298.594,88375.531,178.181,87711.602,58.171
93.569,116.976,93.211,1.552,112.366,234.309,50.861,201.67,88035.641,306.094,88374.75,185.681,87711.273,65.672
93.486,124.476,93.211,9.052,112.366,241.809,50.942,209.17,88035.906,313.595,88373.219,193.181,87710.672,73.172
93.436,131.876,93.211,16.552,112.394,249.309,50.98,217.016,88036.492,321.095,88372.133,200.681,87710.461,80.673
93.436,139.33,93.313,24.052,112.376,256.762,51.07,224.73,88036.492,328.595,88371.453,208.182,87710.406,88.174
93.313,146.83,93.408,31.527,112.371,264.311,51.249,232.736,88036.492,336.095,88370.539,215.682,87710.594,95.675
93.048,154.263,93.408,38.996,112.399,271.861,51.543,241.398,88036.859,343.595,88369.18,223.182,87710.594,103.176
92.837,161.657,93.408,46.496,112.399,279.513,51.709,250.856,88036.094,351.095,88368.477,230.683,87710.742,110.676
92.837,169.098,93.465,53.996,112.443,287.013,51.709,259.416,88036.094,358.595,88367.68,238.184,87711.305,118.176
92.757,176.598,93.508,61.446,112.499,294.561,51.939,266.916,88036.094,6.095,88366.719,245.685,87711.766,125.677
92.677,184.095,93.508,68.893,112.499,302.107,52.097,275.911,88035.328,13.595,88366.133,253.186,87712.031,133.177
92.592,191.599,93.44,76.393,112.426,309.607,52.097,284.155,88034.242,21.095,88365.922,260.687,87712.906,140.678
92.677,199.112,93.414,84.011,112.271,317.068,51.919,291.655,88033.906,28.596,88365.859,268.188,87713.859,148.178
92.596,206.591,93.414,91.572,112.356,324.499,52.077,298.105,88033.906,36.096,88365.93,275.689,87713.859,155.678
92.521,214.119,93.399,99.072,112.356,332.028,52.077,306.265,88034.445,43.596,88365.844,283.189,87714.594,163.178
92.521,221.654,93.405,106.692,112.356,339.528,51.983,313.765,88034.922,51.095,88365.563,290.689,87715.352,170.679
92.572,229.154,93.433,114.25,112.356,347.028,51.824,320.994,88035.117,58.595,88365,298.189,87716.141,178.179
92.533,236.607,93.433,121.806,112.14,354.528,51.733,328.016,88035.438,66.095,88363.844,305.688,87717.32,185.679
92.505,244.159,93.376,129.306,112.251,2.019,51.91,335.313,88035.656,73.594,88363.844,313.187,87716.93,193.179
92.505,251.714,93.308,136.759,112.366,9.517,52.113,343.129,88035.469,81.094,88365.336,320.687,87716.203,200.679
92.505,259.214,93.383,144.217,112.475,17.009,52.113,350.845,88035.438,88.595,88366.313,328.188,87715.531,208.179
92.485,266.714,93.54,151.752,112.275,24.494,51.556,358.345,88035.766,96.095,88366.656,335.688,87714.922,215.679
92.485,274.091,93.622,159.31,112.275,32.036,51.465,5.778,88036.414,103.597,88367.391,343.188,87714.922,223.179
92.521,281.591,93.622,166.831,112.354,39.536,51.543,13.317,88037.406,111.099,88369.289,350.688,87714.445,230.679
92.521,289.151,93.622,174.331,112.422,47.004,51.543,20.728,88038.906,118.601,88372.398,358.188,87713.844,238.18
92.46,296.651,94.043,181.831,112.236,54.467,50.717,28.228,88042.547,126.103,88375.133,5.689,87714.172,245.68
92.664,304.096,94.043,189.322,112.292,62.09,51.058,37.471,88043.867,133.606,88377.813,13.188,87713.688,253.18
92.589,311.75,94.129,196.822,112.292,69.545,50.888,43.997,88044.75,141.107,88377.086,20.688,87713.617,260.681
92.506,319.203,93.968,204.304,112.292,77.045,50.888,52.058,88043.141,148.607,88372.695,28.188,87713.641,268.181
92.328,326.663,93.897,211.854,112.292,84.545,50.8,59.558,88036.539,156.106,88366.57,35.69,87713.672,275.681
92.149,334.095,93.834,219.386,112.283,92.045,50.674,67.408,88028.453,163.605,88360.063,43.193,87713.578,283.181
91.862,341.541,93.789,226.924,112.29,99.596,50.449,75.662,88022.711,171.103,88355.82,50.697,87713.727,290.681
91.566,348.981,93.789,234.469,112.315,107.146,50.265,84.354,88020.758,178.602,88354.234,58.2,87714.484,298.181
91.046,356.445,93.859,241.969,112.434,114.694,49.67,93.08,88022.711,186.102,88353.758,65.702,87714.711,305.682
90.824,3.926,93.84,249.308,112.387,122.332,49.67,104.66,88026.531,193.602,88354.461,73.203,87715.242,313.182
90.824,11.435,93.8,256.865,112.438,129.789,49.732,112.16,88031.25,201.102,88355.172,80.701,87715.82,320.683
90.709,18.935,93.8,264.542,112.494,137.328,49.665,119.281,88034.281,208.6,88355.422,88.199,87714.867,328.183
90.602,26.455,93.8,272.042,112.494,144.862,49.554,127.137,88035.508,216.099,88355.156,95.696,87714.523,335.682
90.4,33.983,93.751,279.542,112.563,152.362,49.248,135.282,88036.32,223.599,88354.984,103.194,87714.156,343.182
90.489,41.554,93.66,286.803,112.563,159.886,49.195,144.439,88035.617,231.098,88355.125,110.693,87713.781,350.682
90.489,49.012,93.753,294.129,112.48,167.386,49.344,152.166,88034.625,238.599,88355.875,118.193,87714.172,358.182
90.554,56.512,93.82,301.739,112.48,174.875,49.49,158.919,88033.68,246.1,88356.563,125.694,87714.953,5.682
90.606,63.959,93.82,309.291,112.758,182.375,49.443,165.979,88034.016,253.601,88356.836,133.195,87715.344,13.182
90.567,71.403,93.901,316.791,112.948,189.868,49.432,173.674,88034.078,261.101,88356.531,140.695,87714.977,20.682
90.567,78.962,93.998,324.332,113.035,197.351,49.471,181.218,88034.094,268.6,88354.914,148.195,87715.313,28.182
90.567,86.462,93.998,331.868,113.188,204.836,49.353,188.727,88033.969,276.1,88354.57,155.694,87714.398,35.682
90.567,93.962,93.899,339.368,113.256,212.294,49.235,196.047,88033.875,283.599,88354.57,163.194,87713.313,43.183
90.54,101.462,94.003,346.846,113.2,219.767,49.501,203.227,88034.438,291.099,88354.188,170.694,87713.313,50.683
90.519,108.777,94.106,354.36,113.2,227.299,49.647,211.513,88035,298.6,88353.805,178.194,87713.516,58.183
90.487,116.217,94.106,1.866,113.161,234.799,49.695,219.649,88034.094,306.101,88352.633,185.694,87713.516,65.683
90.448,123.66,93.901,9.366,113.161,242.34,49.651,227.41,88032.25,313.6,88350.719,193.194,87713.641,73.183
90.351,131.107,93.696,16.886,113.161,249.84,49.651,234.611,88029.297,321.099,88347.086,200.694,87713.711,80.683
90.138,138.512,93.399,24.421,113.197,257.34,49.603,242.111,88026.719,328.597,88343.375,208.195,87713.727,88.183
90.079,145.844,93.123,31.996,113.202,264.742,49.55,249.253,88024.633,336.096,88340.922,215.697,87713.648,95.682
90.079,153.308,92.965,39.593,113.202,272.193,49.487,256.375,88023.164,343.595,88339.57,223.198,87713.836,103.182
90.011,160.808,92.709,47.171,113.202,279.693,49.265,263.484,88022.398,351.095,88339.102,230.699,87714.266,110.682
89.869,168.287,92.443,54.851,113.202,287.193,49.125,269.387,88021.617,358.595,88338.305,238.199,87714.453,118.183
89.635,175.761,92.4,62.602,113.202,294.693,49.197,276.084,88021.219,6.095,88337.828,245.7,87714.688,125.683
89.555,183.247,92.251,70.157,113.202,302.193,48.88,283.983,88020.844,13.595,88337.945,253.201,87715.211,133.183
89.305,190.75,92.251,77.888,113.348,309.693,49.197,289.915,88021.93,21.095,88337.945,260.7,87715.211,140.684
89.217,198.286,92.251,85.388,113.581,317.27,49.457,298.919,88023.945,28.595,88338.023,268.2,87715.531,148.184
